status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,54,existing credits paid back duly till now,others,15945,A62,unemployed,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.8
... < 0 DM,36,existing credits paid back duly till now,others,15266,A61,unemployed,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.723
... < 0 DM,59,existing credits paid back duly till now,furniture/equipment,15849,A61,unemployed,4,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.742
no checking account,24,all credits at this bank paid back duly,furniture/equipment,2024,A63,... < 1 year,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,none,yes,0.765
no checking account,24,existing credits paid back duly till now,furniture/equipment,4362,A63,.. >= 7 years,3,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,unskilled - resident,1,none,no,0.733
no checking account,33,existing credits paid back duly till now,business,2849,A63,.. >= 7 years,3,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,2,none,yes,0.719
no checking account,24,existing credits paid back duly till now,furniture/equipment,2764,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,69,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.757
no checking account,60,existing credits paid back duly till now,furniture/equipment,2830,A63,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.667
... < 0 DM,34,existing credits paid back duly till now,others,15862,A61,unemployed,2,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.75
... < 0 DM,36,delay in paying off in the past,furniture/equipment,15860,A61,.. >= 7 years,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.739
... < 0 DM,54,existing credits paid back duly till now,others,15945,A62,unemployed,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.8
... < 0 DM,36,existing credits paid back duly till now,others,15266,A61,unemployed,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.723
... < 0 DM,59,existing credits paid back duly till now,furniture/equipment,15849,A61,unemployed,4,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.742
0 <= ... < 200 DM,44,existing credits paid back duly till now,radio/television,276,A62,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",19,none,for free,1,skilled employee / official,1,none,yes,0.684
... < 0 DM,44,all credits at this bank paid back duly,radio/television,3325,A62,unemployed,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,2,none,no,0.817
0 <= ... < 200 DM,45,delay in paying off in the past,repairs,4799,A64,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,0.767
0 <= ... < 200 DM,60,existing credits paid back duly till now,radio/television,2952,A62,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,unemployed/ unskilled - non-resident,2,none,yes,0.735
0 <= ... < 200 DM,45,existing credits paid back duly till now,radio/television,3061,A62,... < 1 year,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.797
... < 0 DM,45,all credits at this bank paid back duly,business,11823,A61,.. >= 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,4,unemployed/ unskilled - non-resident,1,none,yes,0.821
... < 0 DM,45,no credits taken/ all credits paid back duly,business,11871,A64,.. >= 7 years,2,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,2,none,no,0.739
... < 0 DM,51,no credits taken/ all credits paid back duly,repairs,11368,A61,.. >= 7 years,2,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",32,none,rent,2,skilled employee / official,1,none,yes,0.753
... < 0 DM,60,no credits taken/ all credits paid back duly,business,14001,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,for free,4,skilled employee / official,1,none,yes,0.722
... < 0 DM,45,no credits taken/ all credits paid back duly,business,11814,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.791
... < 0 DM,45,all credits at this bank paid back duly,business,11823,A61,.. >= 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,4,unemployed/ unskilled - non-resident,1,none,yes,0.821
... < 0 DM,45,no credits taken/ all credits paid back duly,business,11871,A64,.. >= 7 years,2,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,2,none,no,0.739
... < 0 DM,51,no credits taken/ all credits paid back duly,repairs,11368,A61,.. >= 7 years,2,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",32,none,rent,2,skilled employee / official,1,none,yes,0.753
... < 0 DM,60,no credits taken/ all credits paid back duly,business,14001,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,for free,4,skilled employee / official,1,none,yes,0.722
... < 0 DM,45,no credits taken/ all credits paid back duly,business,11814,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.791
... < 0 DM,4,all credits at this bank paid back duly,car (new),1300,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,unskilled - resident,1,none,yes,0.742
... < 0 DM,24,critical account/ other credits existing (not at this bank),car (new),276,A61,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,1,unskilled - resident,1,none,no,0.701
... < 0 DM,24,critical account/ other credits existing (not at this bank),business,1144,A63,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.799
... < 0 DM,34,all credits at this bank paid back duly,car (new),806,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,unskilled - resident,2,none,yes,0.768
... < 0 DM,60,critical account/ other credits existing (not at this bank),car (new),2616,A61,.. >= 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unskilled - resident,2,none,yes,0.733
... < 0 DM,48,all credits at this bank paid back duly,furniture/equipment,5830,A61,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,44,none,for free,4,unemployed/ unskilled - non-resident,2,none,yes,0.767
... < 0 DM,47,no credits taken/ all credits paid back duly,furniture/equipment,7260,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",53,none,for free,4,skilled employee / official,2,none,no,0.759
... < 0 DM,48,no credits taken/ all credits paid back duly,repairs,7183,A64,1 <= ... < 4 years,3,male : single,co-applicant,4,unknown / no property,53,none,for free,1,unskilled - resident,2,none,yes,0.722
... < 0 DM,60,no credits taken/ all credits paid back duly,furniture/equipment,7095,A61,1 <= ... < 4 years,3,male : single,guarantor,4,unknown / no property,64,none,for free,2,unemployed/ unskilled - non-resident,2,none,yes,0.819
... < 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,11288,A61,1 <= ... < 4 years,4,male : single,guarantor,4,unknown / no property,75,none,for free,4,skilled employee / official,2,none,yes,0.68
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,276,A61,1 <= ... < 4 years,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.771
... < 0 DM,12,all credits at this bank paid back duly,furniture/equipment,1524,A62,1 <= ... < 4 years,4,male : single,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,unemployed/ unskilled - non-resident,1,none,no,0.886
... < 0 DM,12,existing credits paid back duly till now,repairs,4656,A61,unemployed,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,2,none,yes,0.756
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1271,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,for free,1,unskilled - resident,2,none,no,0.746
... < 0 DM,31,existing credits paid back duly till now,furniture/equipment,1290,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unskilled - resident,2,none,yes,0.708
... < 0 DM,45,all credits at this bank paid back duly,business,11823,A61,.. >= 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,4,unemployed/ unskilled - non-resident,1,none,yes,0.821
... < 0 DM,45,no credits taken/ all credits paid back duly,business,11871,A64,.. >= 7 years,2,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,2,none,no,0.739
... < 0 DM,51,no credits taken/ all credits paid back duly,repairs,11368,A61,.. >= 7 years,2,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",32,none,rent,2,skilled employee / official,1,none,yes,0.753
... < 0 DM,60,no credits taken/ all credits paid back duly,business,14001,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,for free,4,skilled employee / official,1,none,yes,0.722
... < 0 DM,45,no credits taken/ all credits paid back duly,business,11814,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.791
... < 0 DM,26,all credits at this bank paid back duly,radio/television,943,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.801
... < 0 DM,27,existing credits paid back duly till now,radio/television,6346,A61,1 <= ... < 4 years,3,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0.708
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3339,A61,1 <= ... < 4 years,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.751
... < 0 DM,27,existing credits paid back duly till now,radio/television,3441,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.69
... < 0 DM,60,existing credits paid back duly till now,radio/television,3418,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.752
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,276,A61,1 <= ... < 4 years,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.771
... < 0 DM,12,all credits at this bank paid back duly,furniture/equipment,1524,A62,1 <= ... < 4 years,4,male : single,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,unemployed/ unskilled - non-resident,1,none,no,0.886
... < 0 DM,12,existing credits paid back duly till now,repairs,4656,A61,unemployed,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,2,none,yes,0.756
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1271,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,for free,1,unskilled - resident,2,none,no,0.746
... < 0 DM,31,existing credits paid back duly till now,furniture/equipment,1290,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unskilled - resident,2,none,yes,0.708
no checking account,6,all credits at this bank paid back duly,radio/television,1696,A63,... < 1 year,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,bank,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.823
no checking account,4,all credits at this bank paid back duly,radio/television,276,A63,.. >= 7 years,2,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2,none,no,0.702
no checking account,6,all credits at this bank paid back duly,radio/television,6679,A63,.. >= 7 years,1,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2,none,yes,0.749
no checking account,6,all credits at this bank paid back duly,business,1740,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,2,none,yes,0.703
no checking account,11,all credits at this bank paid back duly,radio/television,1864,A63,.. >= 7 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,bank,own,4,unskilled - resident,2,none,yes,0.738
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,... < 1 year,2,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unskilled - resident,1,none,yes,0.703
... < 0 DM,13,existing credits paid back duly till now,radio/television,6017,A61,... < 1 year,2,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,2,none,no,0.788
no checking account,13,delay in paying off in the past,business,2085,A62,... < 1 year,2,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes,0.75
0 <= ... < 200 DM,13,all credits at this bank paid back duly,radio/television,2122,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,for free,1,unskilled - resident,2,none,yes,0.755
0 <= ... < 200 DM,34,existing credits paid back duly till now,radio/television,2161,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.746
... < 0 DM,4,all credits at this bank paid back duly,car (new),1300,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,unskilled - resident,1,none,yes,0.742
... < 0 DM,24,critical account/ other credits existing (not at this bank),car (new),276,A61,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,1,unskilled - resident,1,none,no,0.701
... < 0 DM,24,critical account/ other credits existing (not at this bank),business,1144,A63,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.799
... < 0 DM,34,all credits at this bank paid back duly,car (new),806,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,unskilled - resident,2,none,yes,0.768
... < 0 DM,60,critical account/ other credits existing (not at this bank),car (new),2616,A61,.. >= 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unskilled - resident,2,none,yes,0.733
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,... < 1 year,2,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unskilled - resident,1,none,yes,0.703
... < 0 DM,13,existing credits paid back duly till now,radio/television,6017,A61,... < 1 year,2,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,2,none,no,0.788
no checking account,13,delay in paying off in the past,business,2085,A62,... < 1 year,2,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes,0.75
0 <= ... < 200 DM,13,all credits at this bank paid back duly,radio/television,2122,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,for free,1,unskilled - resident,2,none,yes,0.755
0 <= ... < 200 DM,34,existing credits paid back duly till now,radio/television,2161,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.746
no checking account,4,existing credits paid back duly till now,car (new),276,A63,.. >= 7 years,4,male : single,guarantor,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,none,no,0.704
... < 0 DM,10,all credits at this bank paid back duly,car (new),1206,A65,... < 1 year,4,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,unemployed/ unskilled - non-resident,2,none,no,0.874
no checking account,10,existing credits paid back duly till now,business,5968,A61,.. >= 7 years,4,male : single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,none,no,0.71
no checking account,10,existing credits paid back duly till now,car (new),1380,A62,.. >= 7 years,4,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,47,none,for free,1,unskilled - resident,2,none,no,0.71
no checking account,18,existing credits paid back duly till now,car (new),1238,A65,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,unskilled - resident,2,none,no,0.674
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.721
no checking account,18,existing credits paid back duly till now,radio/television,1143,A61,unemployed,4,male : divorced/separated,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,no,0.682
0 <= ... < 200 DM,18,all credits at this bank paid back duly,furniture/equipment,1065,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,real estate,25,none,own,1,unskilled - resident,2,none,yes,0.76
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,5902,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,real estate,29,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.761
... < 0 DM,24,existing credits paid back duly till now,radio/television,1135,A61,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,4,unskilled - resident,2,none,yes,0.774
0 <= ... < 200 DM,4,all credits at this bank paid back duly,car (new),276,A63,... < 1 year,4,male : single,none,2,real estate,28,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.757
... < 0 DM,9,existing credits paid back duly till now,car (new),1582,A65,... < 1 year,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",75,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.775
0 <= ... < 200 DM,9,existing credits paid back duly till now,repairs,2934,A65,... < 1 year,4,male : single,co-applicant,2,real estate,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.744
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1504,A62,... < 1 year,4,male : single,none,4,real estate,35,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,0.727
0 <= ... < 200 DM,46,existing credits paid back duly till now,car (new),1580,A65,... < 1 year,4,male : single,guarantor,4,real estate,35,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.742
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.721
no checking account,18,existing credits paid back duly till now,radio/television,1143,A61,unemployed,4,male : divorced/separated,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,no,0.682
0 <= ... < 200 DM,18,all credits at this bank paid back duly,furniture/equipment,1065,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,real estate,25,none,own,1,unskilled - resident,2,none,yes,0.76
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,5902,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,real estate,29,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.761
... < 0 DM,24,existing credits paid back duly till now,radio/television,1135,A61,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,4,unskilled - resident,2,none,yes,0.774
... < 0 DM,26,all credits at this bank paid back duly,radio/television,943,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.801
... < 0 DM,27,existing credits paid back duly till now,radio/television,6346,A61,1 <= ... < 4 years,3,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0.708
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3339,A61,1 <= ... < 4 years,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.751
... < 0 DM,27,existing credits paid back duly till now,radio/television,3441,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.69
... < 0 DM,60,existing credits paid back duly till now,radio/television,3418,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.752
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,1939,A61,... < 1 year,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,0.764
... < 0 DM,15,all credits at this bank paid back duly,furniture/equipment,1851,A61,... < 1 year,4,male : single,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",46,none,for free,1,skilled employee / official,2,none,no,0.876
... < 0 DM,17,existing credits paid back duly till now,business,276,A61,... < 1 year,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,46,none,rent,1,unskilled - resident,1,none,yes,0.692
... < 0 DM,15,existing credits paid back duly till now,furniture/equipment,6668,A61,... < 1 year,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,58,none,rent,1,skilled employee / official,2,none,yes,0.671
... < 0 DM,23,existing credits paid back duly till now,furniture/equipment,1777,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.781
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,276,A61,1 <= ... < 4 years,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.771
... < 0 DM,12,all credits at this bank paid back duly,furniture/equipment,1524,A62,1 <= ... < 4 years,4,male : single,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,unemployed/ unskilled - non-resident,1,none,no,0.886
... < 0 DM,12,existing credits paid back duly till now,repairs,4656,A61,unemployed,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,2,none,yes,0.756
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1271,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,for free,1,unskilled - resident,2,none,no,0.746
... < 0 DM,31,existing credits paid back duly till now,furniture/equipment,1290,A61,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unskilled - resident,2,none,yes,0.708
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,1939,A61,... < 1 year,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,0.764
... < 0 DM,15,all credits at this bank paid back duly,furniture/equipment,1851,A61,... < 1 year,4,male : single,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",46,none,for free,1,skilled employee / official,2,none,no,0.876
... < 0 DM,17,existing credits paid back duly till now,business,276,A61,... < 1 year,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,46,none,rent,1,unskilled - resident,1,none,yes,0.692
... < 0 DM,15,existing credits paid back duly till now,furniture/equipment,6668,A61,... < 1 year,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,58,none,rent,1,skilled employee / official,2,none,yes,0.671
... < 0 DM,23,existing credits paid back duly till now,furniture/equipment,1777,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.781
... < 0 DM,26,all credits at this bank paid back duly,radio/television,943,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.801
... < 0 DM,27,existing credits paid back duly till now,radio/television,6346,A61,1 <= ... < 4 years,3,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0.708
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3339,A61,1 <= ... < 4 years,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.751
... < 0 DM,27,existing credits paid back duly till now,radio/television,3441,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.69
... < 0 DM,60,existing credits paid back duly till now,radio/television,3418,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.752
... < 0 DM,5,all credits at this bank paid back duly,car (new),1479,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,for free,2,unemployed/ unskilled - non-resident,2,none,yes,0.79
... < 0 DM,18,all credits at this bank paid back duly,car (new),276,A64,4 <= ... < 7 years,4,male : single,co-applicant,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,no,0.714
... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,4756,A61,4 <= ... < 7 years,4,male : single,guarantor,4,unknown / no property,32,none,for free,4,unskilled - resident,2,none,yes,0.754
... < 0 DM,18,all credits at this bank paid back duly,car (new),1397,A62,... < 1 year,4,male : single,none,4,unknown / no property,36,none,own,4,unskilled - resident,2,none,yes,0.738
... < 0 DM,31,all credits at this bank paid back duly,car (new),1372,A61,4 <= ... < 7 years,4,male : single,guarantor,4,unknown / no property,75,none,for free,4,unskilled - resident,2,none,yes,0.752
