status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,16.0,existing credits paid back duly till now,business,3956.0,A61,1 <= ... < 4 years,3.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.312
0 <= ... < 200 DM,27.0,critical account/ other credits existing (not at this bank),business,2776.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.305
... >= 200 DM / salary assignments for at least 1 year,27.0,existing credits paid back duly till now,car (used),3936.0,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.176
0 <= ... < 200 DM,40.0,existing credits paid back duly till now,business,8742.0,A61,1 <= ... < 4 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.277
0 <= ... < 200 DM,28.0,existing credits paid back duly till now,business,3997.0,A61,1 <= ... < 4 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",62.0,stores,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.146
no checking account,26.0,critical account/ other credits existing (not at this bank),car (used),5706.0,A65,.. >= 7 years,1.0,male : single,co-applicant,3.0,"if not A121/A122 : car or other, not in attribute 6",46.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.116
... >= 200 DM / salary assignments for at least 1 year,30.0,critical account/ other credits existing (not at this bank),car (used),7559.0,A65,.. >= 7 years,1.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",63.0,none,own,1.0,unskilled - resident,1.0,none,no,0.252
no checking account,30.0,critical account/ other credits existing (not at this bank),car (used),7579.0,A64,.. >= 7 years,1.0,male : single,none,4.0,unknown / no property,75.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.259
no checking account,30.0,no credits taken/ all credits paid back duly,radio/television,7618.0,A65,unemployed,1.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",63.0,none,own,2.0,skilled employee / official,2.0,none,yes,0.191
no checking account,50.0,critical account/ other credits existing (not at this bank),car (used),10945.0,A65,.. >= 7 years,1.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",63.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.293
0 <= ... < 200 DM,16.0,critical account/ other credits existing (not at this bank),radio/television,1281.0,A63,1 <= ... < 4 years,2.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,bank,own,2.0,unskilled - resident,2.0,none,yes,0.167
0 <= ... < 200 DM,27.0,critical account/ other credits existing (not at this bank),radio/television,2452.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",21.0,none,own,1.0,unskilled - resident,1.0,none,no,0.228
... >= 200 DM / salary assignments for at least 1 year,27.0,critical account/ other credits existing (not at this bank),radio/television,2596.0,A63,unemployed,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.194
0 <= ... < 200 DM,27.0,no credits taken/ all credits paid back duly,radio/television,2601.0,A63,1 <= ... < 4 years,4.0,male : married/widowed,none,3.0,if not A121 : building society savings agreement/ life insurance,23.0,stores,own,2.0,unskilled - resident,1.0,none,yes,0.259
0 <= ... < 200 DM,37.0,critical account/ other credits existing (not at this bank),radio/television,7184.0,A63,1 <= ... < 4 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.264
... >= 200 DM / salary assignments for at least 1 year,36.0,critical account/ other credits existing (not at this bank),car (used),4764.0,A61,.. >= 7 years,3.0,male : single,none,3.0,unknown / no property,38.0,bank,for free,1.0,skilled employee / official,1.0,none,yes,0.179
no checking account,42.0,critical account/ other credits existing (not at this bank),car (used),4853.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,56.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.223
... >= 200 DM / salary assignments for at least 1 year,42.0,no credits taken/ all credits paid back duly,radio/television,3890.0,A62,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,59.0,none,for free,1.0,skilled employee / official,2.0,none,yes,0.207
... >= 200 DM / salary assignments for at least 1 year,42.0,critical account/ other credits existing (not at this bank),car (used),4755.0,A61,unemployed,4.0,male : married/widowed,co-applicant,4.0,real estate,56.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.295
... >= 200 DM / salary assignments for at least 1 year,47.0,critical account/ other credits existing (not at this bank),car (used),10333.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,56.0,none,for free,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.179
no checking account,18.0,existing credits paid back duly till now,furniture/equipment,3551.0,A61,.. >= 7 years,3.0,male : single,none,3.0,unknown / no property,25.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.182
no checking account,18.0,no credits taken/ all credits paid back duly,furniture/equipment,3507.0,A61,4 <= ... < 7 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,47.0,bank,own,3.0,skilled employee / official,2.0,none,yes,0.194
no checking account,11.0,existing credits paid back duly till now,repairs,276.0,A61,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,47.0,bank,own,3.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.271
no checking account,18.0,existing credits paid back duly till now,car (used),3459.0,A62,.. >= 7 years,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,47.0,bank,own,3.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.197
no checking account,29.0,existing credits paid back duly till now,furniture/equipment,7951.0,A61,.. >= 7 years,4.0,male : single,none,4.0,real estate,48.0,bank,own,3.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.207
no checking account,11.0,critical account/ other credits existing (not at this bank),education,2219.0,A61,.. >= 7 years,1.0,female : divorced/separated/married,none,3.0,unknown / no property,33.0,bank,for free,3.0,unskilled - resident,1.0,none,yes,0.34
... >= 200 DM / salary assignments for at least 1 year,12.0,critical account/ other credits existing (not at this bank),education,2775.0,A61,.. >= 7 years,2.0,female : divorced/separated/married,none,4.0,unknown / no property,57.0,bank,for free,1.0,unskilled - resident,1.0,none,no,0.285
no checking account,12.0,no credits taken/ all credits paid back duly,education,2696.0,A64,.. >= 7 years,2.0,male : single,none,4.0,unknown / no property,67.0,bank,for free,4.0,unskilled - resident,2.0,none,yes,0.198
no checking account,12.0,critical account/ other credits existing (not at this bank),radio/television,2718.0,A61,.. >= 7 years,2.0,female : divorced/separated/married,co-applicant,4.0,unknown / no property,57.0,bank,for free,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.135
no checking account,30.0,critical account/ other credits existing (not at this bank),education,6839.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,none,4.0,unknown / no property,57.0,bank,for free,2.0,unskilled - resident,2.0,none,yes,0.195
no checking account,10.0,critical account/ other credits existing (not at this bank),car (used),2223.0,A64,1 <= ... < 4 years,3.0,male : single,none,1.0,real estate,27.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.263
no checking account,24.0,critical account/ other credits existing (not at this bank),car (used),5759.0,A64,1 <= ... < 4 years,4.0,male : single,none,2.0,real estate,26.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.253
no checking account,24.0,critical account/ other credits existing (not at this bank),education,5831.0,A64,1 <= ... < 4 years,4.0,male : single,none,2.0,real estate,19.0,none,for free,1.0,skilled employee / official,2.0,none,yes,0.253
no checking account,28.0,critical account/ other credits existing (not at this bank),car (used),6867.0,A64,1 <= ... < 4 years,4.0,male : single,none,2.0,real estate,31.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.246
no checking account,44.0,critical account/ other credits existing (not at this bank),car (used),11338.0,A64,1 <= ... < 4 years,4.0,male : single,none,3.0,real estate,47.0,none,own,3.0,skilled employee / official,1.0,none,yes,0.243
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,repairs,360.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,real estate,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.277
0 <= ... < 200 DM,15.0,existing credits paid back duly till now,repairs,2649.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,2.0,real estate,25.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.266
no checking account,15.0,delay in paying off in the past,repairs,2617.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,2.0,real estate,25.0,none,for free,1.0,unskilled - resident,2.0,none,yes,0.253
0 <= ... < 200 DM,19.0,existing credits paid back duly till now,repairs,3855.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,2.0,real estate,29.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.257
0 <= ... < 200 DM,35.0,existing credits paid back duly till now,repairs,8099.0,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,real estate,45.0,none,own,2.0,unskilled - resident,1.0,none,yes,0.253
0 <= ... < 200 DM,17.0,delay in paying off in the past,car (new),2791.0,A62,.. >= 7 years,2.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",43.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.292
no checking account,18.0,delay in paying off in the past,car (new),2958.0,A65,.. >= 7 years,4.0,male : single,none,4.0,real estate,22.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.191
0 <= ... < 200 DM,18.0,delay in paying off in the past,radio/television,276.0,A65,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",43.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.305
0 <= ... < 200 DM,18.0,no credits taken/ all credits paid back duly,car (used),2940.0,A65,unemployed,4.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",43.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.139
0 <= ... < 200 DM,25.0,delay in paying off in the past,car (new),7466.0,A65,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.264
0 <= ... < 200 DM,11.0,no credits taken/ all credits paid back duly,car (new),1173.0,A61,... < 1 year,2.0,male : single,none,1.0,real estate,23.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.192
no checking account,24.0,existing credits paid back duly till now,car (new),561.0,A61,.. >= 7 years,4.0,male : single,guarantor,2.0,real estate,20.0,bank,own,1.0,unskilled - resident,1.0,none,yes,0.179
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,car (new),1213.0,A61,... < 1 year,4.0,male : single,none,4.0,real estate,37.0,stores,own,1.0,unskilled - resident,2.0,none,yes,0.273
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,business,1236.0,A62,... < 1 year,4.0,male : married/widowed,none,2.0,unknown / no property,23.0,stores,own,1.0,unskilled - resident,1.0,none,no,0.17
0 <= ... < 200 DM,27.0,existing credits paid back duly till now,car (new),8347.0,A61,unemployed,4.0,male : single,none,2.0,real estate,23.0,stores,own,1.0,unskilled - resident,1.0,none,yes,0.191
... < 0 DM,9.0,existing credits paid back duly till now,radio/television,1645.0,A61,1 <= ... < 4 years,2.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",27.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.229
0 <= ... < 200 DM,27.0,all credits at this bank paid back duly,radio/television,3288.0,A63,1 <= ... < 4 years,3.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.123
... < 0 DM,26.0,existing credits paid back duly till now,car (used),3351.0,A61,1 <= ... < 4 years,3.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",26.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.127
... < 0 DM,32.0,existing credits paid back duly till now,radio/television,4690.0,A61,1 <= ... < 4 years,3.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",32.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.205
... < 0 DM,47.0,existing credits paid back duly till now,radio/television,8990.0,A61,1 <= ... < 4 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",47.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.217
no checking account,40.0,critical account/ other credits existing (not at this bank),car (new),7372.0,A63,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,29.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.194
... < 0 DM,48.0,critical account/ other credits existing (not at this bank),others,10150.0,A64,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,44.0,bank,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.129
no checking account,48.0,no credits taken/ all credits paid back duly,car (new),10017.0,A63,1 <= ... < 4 years,2.0,male : single,co-applicant,1.0,unknown / no property,44.0,bank,for free,1.0,skilled employee / official,1.0,none,no,0.185
no checking account,60.0,critical account/ other credits existing (not at this bank),car (new),10168.0,A63,unemployed,2.0,male : single,none,2.0,real estate,44.0,bank,for free,1.0,skilled employee / official,2.0,none,yes,0.179
no checking account,48.0,critical account/ other credits existing (not at this bank),car (new),15945.0,A63,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,49.0,bank,for free,1.0,skilled employee / official,1.0,none,yes,0.3
no checking account,44.0,existing credits paid back duly till now,radio/television,5807.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,3.0,real estate,21.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.265
no checking account,60.0,existing credits paid back duly till now,radio/television,9856.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,4.0,real estate,19.0,none,own,1.0,skilled employee / official,2.0,none,no,0.151
no checking account,60.0,existing credits paid back duly till now,radio/television,10198.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,co-applicant,4.0,real estate,21.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.187
no checking account,60.0,existing credits paid back duly till now,radio/television,11866.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,4.0,real estate,27.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.24
no checking account,60.0,existing credits paid back duly till now,radio/television,15945.0,A62,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,real estate,54.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.249
no checking account,8.0,existing credits paid back duly till now,furniture/equipment,1419.0,A61,unemployed,1.0,male : single,none,1.0,real estate,24.0,none,rent,1.0,unskilled - resident,2.0,none,yes,0.222
no checking account,12.0,no credits taken/ all credits paid back duly,furniture/equipment,1836.0,A61,4 <= ... < 7 years,3.0,male : single,none,2.0,real estate,19.0,bank,rent,1.0,unskilled - resident,1.0,none,yes,0.181
no checking account,12.0,existing credits paid back duly till now,radio/television,1696.0,A61,1 <= ... < 4 years,3.0,male : married/widowed,co-applicant,2.0,real estate,24.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.176
no checking account,14.0,existing credits paid back duly till now,furniture/equipment,5810.0,A61,1 <= ... < 4 years,3.0,male : single,none,2.0,real estate,24.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.34
no checking account,12.0,existing credits paid back duly till now,furniture/equipment,1739.0,A61,1 <= ... < 4 years,4.0,male : single,none,3.0,real estate,53.0,bank,rent,1.0,unskilled - resident,2.0,none,yes,0.217
... >= 200 DM / salary assignments for at least 1 year,8.0,existing credits paid back duly till now,radio/television,1417.0,A61,4 <= ... < 7 years,3.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",25.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.215
... >= 200 DM / salary assignments for at least 1 year,24.0,existing credits paid back duly till now,radio/television,5121.0,A61,4 <= ... < 7 years,4.0,male : single,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.193
... >= 200 DM / salary assignments for at least 1 year,24.0,existing credits paid back duly till now,radio/television,5116.0,A61,4 <= ... < 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",25.0,bank,own,1.0,unskilled - resident,1.0,none,no,0.15
... >= 200 DM / salary assignments for at least 1 year,28.0,existing credits paid back duly till now,radio/television,6398.0,A61,4 <= ... < 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",29.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.186
... >= 200 DM / salary assignments for at least 1 year,44.0,existing credits paid back duly till now,radio/television,10789.0,A61,4 <= ... < 7 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",45.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.174
... < 0 DM,30.0,critical account/ other credits existing (not at this bank),car (used),4670.0,A62,4 <= ... < 7 years,2.0,male : married/widowed,none,2.0,"if not A121/A122 : car or other, not in attribute 6",24.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.17
... >= 200 DM / salary assignments for at least 1 year,30.0,critical account/ other credits existing (not at this bank),car (used),6088.0,A62,.. >= 7 years,1.0,male : married/widowed,none,4.0,real estate,24.0,stores,rent,2.0,skilled employee / official,1.0,none,yes,0.207
... < 0 DM,29.0,critical account/ other credits existing (not at this bank),radio/television,6425.0,A62,4 <= ... < 7 years,1.0,male : married/widowed,none,4.0,unknown / no property,22.0,none,rent,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.186
... < 0 DM,30.0,no credits taken/ all credits paid back duly,car (used),6196.0,A62,4 <= ... < 7 years,1.0,female : divorced/separated/married,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,rent,2.0,skilled employee / official,2.0,none,yes,0.261
... < 0 DM,59.0,critical account/ other credits existing (not at this bank),car (used),7493.0,A62,4 <= ... < 7 years,1.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,1.0,skilled employee / official,2.0,none,yes,0.261
0 <= ... < 200 DM,11.0,critical account/ other credits existing (not at this bank),radio/television,2513.0,A63,1 <= ... < 4 years,2.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,bank,own,2.0,unskilled - resident,1.0,none,yes,0.246
0 <= ... < 200 DM,27.0,critical account/ other credits existing (not at this bank),radio/television,2508.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",20.0,none,own,1.0,unskilled - resident,1.0,none,no,0.227
... >= 200 DM / salary assignments for at least 1 year,27.0,critical account/ other credits existing (not at this bank),radio/television,2173.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,25.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.279
0 <= ... < 200 DM,27.0,no credits taken/ all credits paid back duly,radio/television,2476.0,A63,1 <= ... < 4 years,4.0,male : married/widowed,none,3.0,if not A121 : building society savings agreement/ life insurance,23.0,stores,own,2.0,unskilled - resident,1.0,none,yes,0.26
0 <= ... < 200 DM,39.0,critical account/ other credits existing (not at this bank),radio/television,7542.0,A63,1 <= ... < 4 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.26
no checking account,20.0,existing credits paid back duly till now,car (used),3489.0,A62,4 <= ... < 7 years,2.0,male : single,co-applicant,3.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.236
... >= 200 DM / salary assignments for at least 1 year,24.0,critical account/ other credits existing (not at this bank),car (used),3423.0,A62,4 <= ... < 7 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.258
no checking account,24.0,existing credits paid back duly till now,radio/television,3217.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,unknown / no property,24.0,stores,own,1.0,skilled employee / official,1.0,none,yes,0.165
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,repairs,3513.0,A62,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.259
no checking account,44.0,existing credits paid back duly till now,car (used),7377.0,A62,4 <= ... < 7 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.329
no checking account,12.0,existing credits paid back duly till now,furniture/equipment,810.0,A61,unemployed,2.0,male : single,none,1.0,real estate,26.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.281
no checking account,10.0,delay in paying off in the past,furniture/equipment,276.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,1.0,real estate,30.0,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.183
no checking account,12.0,no credits taken/ all credits paid back duly,car (used),644.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,real estate,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.222
no checking account,12.0,existing credits paid back duly till now,repairs,754.0,A62,1 <= ... < 4 years,4.0,male : married/widowed,none,1.0,unknown / no property,26.0,none,own,2.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.175
no checking account,21.0,existing credits paid back duly till now,furniture/equipment,5634.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,real estate,26.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.263
no checking account,22.0,no credits taken/ all credits paid back duly,radio/television,3646.0,A62,.. >= 7 years,3.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",28.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.101
... >= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,radio/television,3600.0,A61,.. >= 7 years,4.0,male : single,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.243
no checking account,36.0,existing credits paid back duly till now,repairs,2033.0,A61,unemployed,4.0,male : single,none,2.0,real estate,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.204
no checking account,49.0,existing credits paid back duly till now,radio/television,8520.0,A61,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",28.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.288
no checking account,36.0,existing credits paid back duly till now,radio/television,3543.0,A61,.. >= 7 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",56.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.17
no checking account,44.0,existing credits paid back duly till now,radio/television,5840.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,3.0,real estate,21.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.265
no checking account,60.0,existing credits paid back duly till now,radio/television,10020.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,4.0,real estate,19.0,none,own,1.0,skilled employee / official,2.0,none,no,0.151
no checking account,60.0,existing credits paid back duly till now,radio/television,10143.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,co-applicant,4.0,real estate,21.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.187
no checking account,60.0,existing credits paid back duly till now,radio/television,11900.0,A62,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,4.0,real estate,27.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.24
no checking account,60.0,existing credits paid back duly till now,radio/television,15945.0,A62,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,real estate,55.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.249
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,car (new),9909.0,A65,unemployed,1.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,bank,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.259
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,radio/television,14590.0,A65,unemployed,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,no,0.303
... >= 200 DM / salary assignments for at least 1 year,6.0,critical account/ other credits existing (not at this bank),car (used),15325.0,A61,unemployed,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.189
0 <= ... < 200 DM,42.0,existing credits paid back duly till now,car (new),14666.0,A65,unemployed,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.288
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),14456.0,A65,unemployed,2.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,42.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.244
no checking account,40.0,critical account/ other credits existing (not at this bank),car (new),7377.0,A63,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,29.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.194
... < 0 DM,48.0,critical account/ other credits existing (not at this bank),others,10057.0,A64,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,44.0,bank,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.13
no checking account,48.0,no credits taken/ all credits paid back duly,car (new),10292.0,A63,1 <= ... < 4 years,2.0,male : single,co-applicant,1.0,unknown / no property,44.0,bank,for free,1.0,skilled employee / official,1.0,none,no,0.183
no checking account,60.0,critical account/ other credits existing (not at this bank),car (new),10138.0,A63,unemployed,2.0,male : single,none,2.0,real estate,44.0,bank,for free,1.0,skilled employee / official,2.0,none,yes,0.18
no checking account,48.0,critical account/ other credits existing (not at this bank),car (new),15374.0,A63,1 <= ... < 4 years,2.0,male : single,none,2.0,unknown / no property,46.0,bank,for free,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.165
... < 0 DM,10.0,critical account/ other credits existing (not at this bank),car (new),2268.0,A62,... < 1 year,1.0,male : single,none,1.0,real estate,29.0,bank,own,2.0,unskilled - resident,2.0,none,no,0.151
