status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,business,3161,A61,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4057,A61,4 <= ... < 7 years,3,male : divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),furniture/equipment,5096,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),2039,A61,unemployed,4,female : divorced/separated/married,none,1,real estate,19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,15,all credits at this bank paid back duly,retraining,276,A61,4 <= ... < 7 years,4,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,all credits at this bank paid back duly,repairs,276,A61,1 <= ... < 4 years,4,male : single,co-applicant,1,unknown / no property,65,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
no checking account,18,delay in paying off in the past,furniture/equipment,1808,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1381,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,9,existing credits paid back duly till now,car (new),1422,A61,... < 1 year,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",48,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1245,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),5234,A61,unemployed,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),4249,A61,unemployed,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),radio/television,4746,A61,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,unskilled - resident,1,none,yes,1
... < 0 DM,33,critical account/ other credits existing (not at this bank),furniture/equipment,4281,A63,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),1842,A61,... < 1 year,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,radio/television,2439,A61,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,existing credits paid back duly till now,radio/television,1938,A61,... < 1 year,4,male : divorced/separated,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,1
no checking account,36,critical account/ other credits existing (not at this bank),car (new),7855,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,25,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,critical account/ other credits existing (not at this bank),education,8065,A61,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,unknown / no property,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,delay in paying off in the past,car (used),6887,A61,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",19,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),14027,A61,4 <= ... < 7 years,4,male : single,none,2,unknown / no property,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,A61,.. >= 7 years,4,male : single,none,2,unknown / no property,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,existing credits paid back duly till now,car (new),7763,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,60,existing credits paid back duly till now,business,7297,A61,.. >= 7 years,4,male : single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,7865,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,53,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,critical account/ other credits existing (not at this bank),car (used),6331,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,46,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416,A61,.. >= 7 years,4,female : divorced/separated/married,none,3,unknown / no property,59,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,domestic appliances,9629,A61,4 <= ... < 7 years,2,male : single,none,3,unknown / no property,31,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,60,existing credits paid back duly till now,business,7297,A61,.. >= 7 years,4,male : single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),furniture/equipment,5096,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416,A61,.. >= 7 years,4,female : divorced/separated/married,none,3,unknown / no property,59,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,radio/television,2439,A61,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... >= 200 DM / salary assignments for at least 1 year,30,delay in paying off in the past,business,1908,A61,.. >= 7 years,4,male : single,none,4,real estate,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,276,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,unknown / no property,60,bank,for free,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1442,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2039,A61,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,20,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,all credits at this bank paid back duly,radio/television,1553,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,3,real estate,25,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2039,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),3123,A61,... < 1 year,4,female : divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),2303,A61,.. >= 7 years,4,male : single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,6,critical account/ other credits existing (not at this bank),furniture/equipment,276,A61,... < 1 year,4,male : divorced/separated,none,1,real estate,19,bank,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,repairs,2384,A61,... < 1 year,4,male : single,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1,none,yes,1
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),4249,A61,unemployed,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),5234,A61,unemployed,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),radio/television,4746,A61,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,unskilled - resident,1,none,yes,1
... < 0 DM,33,critical account/ other credits existing (not at this bank),furniture/equipment,4281,A63,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,60,delay in paying off in the past,car (new),7763,A61,.. >= 7 years,1,male : single,none,4,unknown / no property,42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398,A61,... < 1 year,1,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,existing credits paid back duly till now,car (new),7763,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,7865,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,53,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,delay in paying off in the past,car (used),8335,A61,.. >= 7 years,3,female : divorced/separated/married,none,4,unknown / no property,31,stores,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,27,no credits taken/ all credits paid back duly,business,8318,A61,.. >= 7 years,2,female : divorced/separated/married,none,4,unknown / no property,42,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,60,delay in paying off in the past,business,6836,A61,.. >= 7 years,3,male : single,none,4,unknown / no property,63,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590,A62,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,retraining,276,A61,unemployed,2,female : divorced/separated/married,none,4,real estate,19,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),11560,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),9271,A61,4 <= ... < 7 years,2,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,14421,A61,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398,A61,... < 1 year,1,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,existing credits paid back duly till now,radio/television,6758,A61,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,6468,A65,unemployed,2,male : single,none,1,unknown / no property,52,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,18,all credits at this bank paid back duly,business,3114,A61,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",19,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,A65,1 <= ... < 4 years,2,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,4153,A61,1 <= ... < 4 years,2,male : single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,60,existing credits paid back duly till now,business,7297,A61,.. >= 7 years,4,male : single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),furniture/equipment,5096,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416,A61,.. >= 7 years,4,female : divorced/separated/married,none,3,unknown / no property,59,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),4817,A61,4 <= ... < 7 years,2,male : single,co-applicant,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,3386,A61,.. >= 7 years,1,male : divorced/separated,guarantor,4,unknown / no property,44,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3349,A63,... < 1 year,4,male : single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,1
... < 0 DM,12,existing credits paid back duly till now,car (used),3386,A61,.. >= 7 years,3,male : single,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,A61,4 <= ... < 7 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,A61,1 <= ... < 4 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,critical account/ other credits existing (not at this bank),car (used),276,A61,4 <= ... < 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),9271,A61,4 <= ... < 7 years,2,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,48,existing credits paid back duly till now,business,7297,A61,.. >= 7 years,1,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,repairs,276,A61,1 <= ... < 4 years,2,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,14421,A61,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,A65,1 <= ... < 4 years,2,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,4153,A61,1 <= ... < 4 years,2,male : single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,A61,1 <= ... < 4 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,27,no credits taken/ all credits paid back duly,business,276,A61,.. >= 7 years,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,23,bank,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),radio/television,4746,A61,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,unskilled - resident,1,none,yes,1
... < 0 DM,12,no credits taken/ all credits paid back duly,education,276,A61,.. >= 7 years,4,male : single,co-applicant,1,unknown / no property,19,bank,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,36,critical account/ other credits existing (not at this bank),car (new),7855,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,25,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),5234,A61,unemployed,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4057,A61,4 <= ... < 7 years,3,male : divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),furniture/equipment,5096,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,existing credits paid back duly till now,education,276,A61,... < 1 year,3,male : single,none,2,if not A121 : building society savings agreement/ life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,existing credits paid back duly till now,car (new),3123,A61,4 <= ... < 7 years,3,female : divorced/separated/married,co-applicant,2,unknown / no property,35,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,car (new),276,A61,... < 1 year,3,female : divorced/separated/married,none,2,unknown / no property,19,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,car (new),3123,A61,4 <= ... < 7 years,3,female : divorced/separated/married,co-applicant,2,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,28,existing credits paid back duly till now,car (new),4006,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,A61,1 <= ... < 4 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3114,A61,... < 1 year,1,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (used),3386,A61,.. >= 7 years,3,male : single,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,A61,4 <= ... < 7 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,car (new),2473,A61,.. >= 7 years,4,male : divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
no checking account,18,delay in paying off in the past,furniture/equipment,1808,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,car (new),276,A61,.. >= 7 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),2303,A61,.. >= 7 years,4,male : single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,all credits at this bank paid back duly,furniture/equipment,6872,A61,.. >= 7 years,1,male : divorced/separated,none,4,unknown / no property,23,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,6872,A61,.. >= 7 years,1,male : divorced/separated,none,4,unknown / no property,53,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,no credits taken/ all credits paid back duly,car (new),276,A61,4 <= ... < 7 years,1,male : divorced/separated,co-applicant,4,unknown / no property,19,stores,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1
