status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,39.0,delay in paying off in the past,retraining,7227.0,A61,... < 1 year,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",68.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.869
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.852
0 <= ... < 200 DM,30.0,existing credits paid back duly till now,radio/television,4368.0,A61,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",26.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.247
... < 0 DM,51.0,existing credits paid back duly till now,car (new),10613.0,A61,unemployed,3.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",44.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.112
... < 0 DM,33.0,existing credits paid back duly till now,repairs,2131.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.308
no checking account,54.0,critical account/ other credits existing (not at this bank),radio/television,7823.0,A62,unemployed,2.0,male : single,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.103
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.764
... < 0 DM,4.0,existing credits paid back duly till now,education,276.0,A63,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,41.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.723
0 <= ... < 200 DM,24.0,all credits at this bank paid back duly,car (new),276.0,A65,.. >= 7 years,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",73.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.868
no checking account,48.0,delay in paying off in the past,education,8188.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.84
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,retraining,15945.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.816
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.848
... < 0 DM,12.0,existing credits paid back duly till now,car (new),1153.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.787
no checking account,26.0,delay in paying off in the past,car (used),4476.0,A65,... < 1 year,1.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,rent,2.0,skilled employee / official,1.0,none,yes,0.717
... < 0 DM,46.0,critical account/ other credits existing (not at this bank),education,10467.0,A65,4 <= ... < 7 years,1.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,41.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.77
... < 0 DM,60.0,delay in paying off in the past,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",70.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.876
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.882
no checking account,19.0,existing credits paid back duly till now,car (new),276.0,A61,.. >= 7 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",28.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.746
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,furniture/equipment,3762.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,43.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.873
0 <= ... < 200 DM,54.0,existing credits paid back duly till now,retraining,8587.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.82
... < 0 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,46.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.835
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.019
... < 0 DM,36.0,existing credits paid back duly till now,business,1267.0,A61,.. >= 7 years,2.0,female : divorced/separated/married,none,2.0,real estate,19.0,bank,rent,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.153
... < 0 DM,52.0,critical account/ other credits existing (not at this bank),radio/television,5777.0,A61,1 <= ... < 4 years,3.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",19.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.077
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,business,12433.0,A61,unemployed,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,43.0,none,rent,1.0,skilled employee / official,2.0,none,yes,0.176
... < 0 DM,60.0,delay in paying off in the past,radio/television,15945.0,A62,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,real estate,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.021
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.864
... < 0 DM,5.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,1 <= ... < 4 years,2.0,male : single,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.718
0 <= ... < 200 DM,21.0,delay in paying off in the past,retraining,3995.0,A63,4 <= ... < 7 years,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,own,2.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.767
... < 0 DM,42.0,existing credits paid back duly till now,furniture/equipment,9382.0,A65,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.876
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,furniture/equipment,15945.0,A65,4 <= ... < 7 years,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",51.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.798
... >= 200 DM / salary assignments for at least 1 year,60.0,no credits taken/ all credits paid back duly,repairs,13748.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.038
... < 0 DM,18.0,all credits at this bank paid back duly,business,5983.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.261
no checking account,36.0,critical account/ other credits existing (not at this bank),furniture/equipment,10975.0,A61,unemployed,4.0,male : married/widowed,co-applicant,1.0,unknown / no property,26.0,none,own,2.0,unskilled - resident,2.0,"yes, registered under the customers name",yes,0.098
... < 0 DM,32.0,all credits at this bank paid back duly,others,5578.0,A64,.. >= 7 years,1.0,male : single,guarantor,1.0,unknown / no property,21.0,bank,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.182
no checking account,60.0,critical account/ other credits existing (not at this bank),car (new),15747.0,A63,unemployed,3.0,male : married/widowed,none,3.0,real estate,56.0,bank,for free,1.0,skilled employee / official,2.0,none,yes,0.193
no checking account,4.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.859
0 <= ... < 200 DM,16.0,existing credits paid back duly till now,education,276.0,A61,.. >= 7 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",27.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.781
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,furniture/equipment,3672.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,43.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.873
no checking account,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,45.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.826
... < 0 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.82
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),276.0,A63,1 <= ... < 4 years,4.0,male : single,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,28.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.774
no checking account,13.0,all credits at this bank paid back duly,education,276.0,A61,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",60.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.629
no checking account,35.0,existing credits paid back duly till now,retraining,7645.0,A65,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.797
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,retraining,14982.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.823
... >= 200 DM / salary assignments for at least 1 year,24.0,no credits taken/ all credits paid back duly,others,11333.0,A62,unemployed,2.0,female : divorced/separated/married,none,3.0,unknown / no property,29.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.083
0 <= ... < 200 DM,4.0,delay in paying off in the past,retraining,276.0,A65,1 <= ... < 4 years,1.0,male : single,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.826
... < 0 DM,5.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,4 <= ... < 7 years,2.0,male : divorced/separated,co-applicant,2.0,real estate,35.0,stores,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.769
no checking account,16.0,all credits at this bank paid back duly,education,276.0,A63,... < 1 year,3.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,62.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.835
0 <= ... < 200 DM,38.0,critical account/ other credits existing (not at this bank),furniture/equipment,6735.0,A65,1 <= ... < 4 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",74.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.786
no checking account,60.0,delay in paying off in the past,education,15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.884
... < 0 DM,33.0,existing credits paid back duly till now,repairs,2180.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.307
no checking account,53.0,critical account/ other credits existing (not at this bank),radio/television,7774.0,A62,unemployed,2.0,male : single,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.103
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,car (used),13377.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,3.0,unknown / no property,40.0,none,rent,1.0,skilled employee / official,2.0,none,yes,0.207
no checking account,24.0,existing credits paid back duly till now,retraining,2326.0,A65,1 <= ... < 4 years,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,63.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.826
no checking account,47.0,existing credits paid back duly till now,car (new),8213.0,A65,... < 1 year,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.708
... < 0 DM,4.0,existing credits paid back duly till now,retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.842
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.786
0 <= ... < 200 DM,4.0,delay in paying off in the past,business,276.0,A61,... < 1 year,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",67.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.876
0 <= ... < 200 DM,32.0,delay in paying off in the past,furniture/equipment,6804.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.844
0 <= ... < 200 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,51.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.849
no checking account,37.0,all credits at this bank paid back duly,car (used),5879.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.274
... < 0 DM,21.0,no credits taken/ all credits paid back duly,repairs,4110.0,A61,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,3.0,real estate,29.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.291
... < 0 DM,44.0,critical account/ other credits existing (not at this bank),radio/television,9880.0,A62,unemployed,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,50.0,none,own,2.0,skilled employee / official,2.0,none,yes,0.068
0 <= ... < 200 DM,42.0,existing credits paid back duly till now,car (used),10252.0,A65,1 <= ... < 4 years,3.0,male : married/widowed,co-applicant,1.0,unknown / no property,48.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.119
0 <= ... < 200 DM,4.0,delay in paying off in the past,domestic appliances,276.0,A61,unemployed,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,26.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.092
no checking account,55.0,existing credits paid back duly till now,car (new),5972.0,A63,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",71.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.731
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,radio/television,11958.0,A62,unemployed,4.0,male : single,none,4.0,real estate,43.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.068
no checking account,48.0,delay in paying off in the past,education,8187.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.84
... >= 200 DM / salary assignments for at least 1 year,16.0,delay in paying off in the past,domestic appliances,7415.0,A64,1 <= ... < 4 years,1.0,male : single,none,2.0,unknown / no property,19.0,bank,for free,1.0,skilled employee / official,1.0,none,no,0.23
no checking account,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.019
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,others,9140.0,A65,unemployed,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.084
... >= 200 DM / salary assignments for at least 1 year,11.0,critical account/ other credits existing (not at this bank),car (new),15945.0,A61,1 <= ... < 4 years,1.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.254
0 <= ... < 200 DM,40.0,existing credits paid back duly till now,radio/television,15945.0,A65,.. >= 7 years,1.0,female : divorced/separated/married,none,3.0,real estate,49.0,stores,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.077
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,car (new),15945.0,A62,unemployed,4.0,male : single,guarantor,4.0,unknown / no property,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.028
no checking account,4.0,existing credits paid back duly till now,furniture/equipment,6411.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.796
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",25.0,none,for free,1.0,unskilled - resident,1.0,none,no,0.781
no checking account,4.0,all credits at this bank paid back duly,retraining,276.0,A64,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,61.0,stores,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.737
... < 0 DM,41.0,critical account/ other credits existing (not at this bank),car (new),276.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.805
no checking account,60.0,delay in paying off in the past,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.846
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,business,6197.0,A64,unemployed,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.059
0 <= ... < 200 DM,27.0,delay in paying off in the past,education,3928.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,54.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.914
no checking account,45.0,critical account/ other credits existing (not at this bank),retraining,9789.0,A61,... < 1 year,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,69.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.747
... < 0 DM,4.0,delay in paying off in the past,retraining,276.0,A65,... < 1 year,1.0,male : married/widowed,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,rent,2.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.818
0 <= ... < 200 DM,5.0,existing credits paid back duly till now,education,276.0,A63,1 <= ... < 4 years,1.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",60.0,stores,for free,3.0,unemployed/ unskilled - non-resident,1.0,none,no,0.742
0 <= ... < 200 DM,30.0,critical account/ other credits existing (not at this bank),car (new),5254.0,A61,unemployed,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.763
... >= 200 DM / salary assignments for at least 1 year,60.0,all credits at this bank paid back duly,retraining,983.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.879
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.825
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,3.0,unskilled - resident,1.0,none,no,0.833
0 <= ... < 200 DM,4.0,delay in paying off in the past,education,276.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,29.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.887
... >= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,retraining,2768.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,57.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.834
... < 0 DM,35.0,critical account/ other credits existing (not at this bank),car (new),7974.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,real estate,72.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.787
0 <= ... < 200 DM,60.0,delay in paying off in the past,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.881
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,others,9130.0,A65,unemployed,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.084
0 <= ... < 200 DM,4.0,no credits taken/ all credits paid back duly,furniture/equipment,276.0,A65,.. >= 7 years,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.784
no checking account,13.0,delay in paying off in the past,education,276.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",41.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.776
... < 0 DM,39.0,all credits at this bank paid back duly,retraining,1520.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,65.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.883
0 <= ... < 200 DM,57.0,delay in paying off in the past,furniture/equipment,7648.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.744
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.806
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,27.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.785
0 <= ... < 200 DM,4.0,delay in paying off in the past,repairs,276.0,A61,... < 1 year,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",68.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.878
0 <= ... < 200 DM,32.0,delay in paying off in the past,furniture/equipment,6717.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.845
no checking account,25.0,existing credits paid back duly till now,business,3324.0,A61,... < 1 year,4.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,35.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.8
no checking account,41.0,existing credits paid back duly till now,car (used),10648.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.284
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,.. >= 7 years,1.0,male : single,co-applicant,1.0,real estate,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.017
no checking account,4.0,critical account/ other credits existing (not at this bank),radio/television,3630.0,A61,.. >= 7 years,2.0,male : single,co-applicant,3.0,unknown / no property,25.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.283
... < 0 DM,16.0,critical account/ other credits existing (not at this bank),car (new),8979.0,A62,unemployed,3.0,male : single,none,4.0,unknown / no property,43.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.085
... < 0 DM,60.0,no credits taken/ all credits paid back duly,car (used),15945.0,A61,unemployed,3.0,female : divorced/separated/married,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",50.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.051
no checking account,42.0,critical account/ other credits existing (not at this bank),car (used),14909.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,75.0,bank,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.019
