status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,40.0,existing credits paid back duly till now,radio/television,15945.0,A65,.. >= 7 years,1.0,female : divorced/separated/married,none,3.0,real estate,49.0,stores,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.077
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A63,1 <= ... < 4 years,2.0,male : divorced/separated,guarantor,4.0,unknown / no property,40.0,none,rent,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.734
... >= 200 DM / salary assignments for at least 1 year,24.0,delay in paying off in the past,car (new),2732.0,A65,.. >= 7 years,3.0,male : divorced/separated,none,4.0,unknown / no property,55.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.771
... >= 200 DM / salary assignments for at least 1 year,48.0,existing credits paid back duly till now,furniture/equipment,9565.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,unknown / no property,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.749
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,furniture/equipment,15071.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,64.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.851
... < 0 DM,4.0,delay in paying off in the past,car (new),276.0,A65,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.836
no checking account,12.0,existing credits paid back duly till now,furniture/equipment,276.0,A61,4 <= ... < 7 years,3.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.688
0 <= ... < 200 DM,27.0,delay in paying off in the past,education,3922.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,54.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.914
no checking account,45.0,critical account/ other credits existing (not at this bank),retraining,9780.0,A61,... < 1 year,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,69.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.747
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.819
... < 0 DM,12.0,existing credits paid back duly till now,education,276.0,A63,4 <= ... < 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.784
no checking account,55.0,existing credits paid back duly till now,car (new),5981.0,A63,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",72.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.732
... < 0 DM,32.0,all credits at this bank paid back duly,others,5578.0,A64,.. >= 7 years,1.0,male : single,guarantor,1.0,unknown / no property,21.0,bank,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.182
no checking account,60.0,critical account/ other credits existing (not at this bank),car (new),15744.0,A63,unemployed,3.0,male : married/widowed,none,3.0,real estate,56.0,bank,for free,1.0,skilled employee / official,2.0,none,yes,0.193
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,... < 1 year,3.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.709
no checking account,4.0,critical account/ other credits existing (not at this bank),business,276.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,2.0,real estate,25.0,none,rent,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.501
no checking account,7.0,critical account/ other credits existing (not at this bank),business,276.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,3.0,real estate,37.0,none,for free,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.586
no checking account,24.0,critical account/ other credits existing (not at this bank),business,4205.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,3.0,real estate,55.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.524
no checking account,33.0,critical account/ other credits existing (not at this bank),business,5559.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,48.0,none,for free,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.663
... >= 200 DM / salary assignments for at least 1 year,7.0,critical account/ other credits existing (not at this bank),business,1434.0,A61,4 <= ... < 7 years,1.0,male : married/widowed,none,1.0,unknown / no property,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.204
no checking account,23.0,delay in paying off in the past,radio/television,5205.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,1.0,real estate,28.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.059
0 <= ... < 200 DM,42.0,existing credits paid back duly till now,car (used),10112.0,A65,1 <= ... < 4 years,3.0,male : married/widowed,co-applicant,1.0,unknown / no property,47.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.119
... >= 200 DM / salary assignments for at least 1 year,48.0,delay in paying off in the past,radio/television,6223.0,A62,.. >= 7 years,3.0,male : married/widowed,none,4.0,unknown / no property,43.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.334
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,business,276.0,A62,unemployed,1.0,male : married/widowed,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.028
no checking account,32.0,all credits at this bank paid back duly,radio/television,3613.0,A64,.. >= 7 years,1.0,female : divorced/separated/married,none,2.0,real estate,19.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.194
... < 0 DM,48.0,critical account/ other credits existing (not at this bank),business,7820.0,A61,4 <= ... < 7 years,2.0,female : divorced/separated/married,guarantor,4.0,unknown / no property,31.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.052
... < 0 DM,60.0,all credits at this bank paid back duly,business,15106.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",50.0,stores,rent,1.0,skilled employee / official,2.0,none,no,0.2
no checking account,60.0,all credits at this bank paid back duly,repairs,15945.0,A62,.. >= 7 years,2.0,female : divorced/separated/married,guarantor,4.0,real estate,75.0,bank,own,1.0,unskilled - resident,2.0,"yes, registered under the customers name",yes,0.051
... >= 200 DM / salary assignments for at least 1 year,24.0,delay in paying off in the past,car (new),2741.0,A65,.. >= 7 years,3.0,male : divorced/separated,none,4.0,unknown / no property,55.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.771
... >= 200 DM / salary assignments for at least 1 year,48.0,existing credits paid back duly till now,furniture/equipment,9607.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,unknown / no property,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.748
no checking account,4.0,critical account/ other credits existing (not at this bank),furniture/equipment,1677.0,A65,.. >= 7 years,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.704
no checking account,43.0,all credits at this bank paid back duly,car (new),8333.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,40.0,none,for free,3.0,unskilled - resident,1.0,none,yes,0.822
0 <= ... < 200 DM,6.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,rent,3.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.902
0 <= ... < 200 DM,60.0,critical account/ other credits existing (not at this bank),car (new),13763.0,A65,.. >= 7 years,2.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.811
no checking account,60.0,existing credits paid back duly till now,retraining,15644.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.784
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,car (new),7157.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.737
no checking account,4.0,delay in paying off in the past,retraining,276.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,20.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.766
... >= 200 DM / salary assignments for at least 1 year,12.0,all credits at this bank paid back duly,furniture/equipment,276.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,49.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.814
no checking account,40.0,critical account/ other credits existing (not at this bank),car (new),276.0,A63,... < 1 year,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.838
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.855
... < 0 DM,4.0,all credits at this bank paid back duly,retraining,276.0,A63,... < 1 year,4.0,male : single,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,3.0,unskilled - resident,1.0,none,no,0.805
0 <= ... < 200 DM,27.0,existing credits paid back duly till now,education,276.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",46.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.88
no checking account,46.0,existing credits paid back duly till now,retraining,6205.0,A61,... < 1 year,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,65.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.701
... < 0 DM,60.0,delay in paying off in the past,retraining,15945.0,A63,... < 1 year,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.852
no checking account,5.0,critical account/ other credits existing (not at this bank),business,1951.0,A61,4 <= ... < 7 years,2.0,female : divorced/separated/married,co-applicant,1.0,real estate,19.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.047
... < 0 DM,21.0,all credits at this bank paid back duly,radio/television,6567.0,A64,.. >= 7 years,3.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.313
no checking account,32.0,critical account/ other credits existing (not at this bank),car (new),10434.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,4.0,real estate,75.0,bank,own,4.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.103
... < 0 DM,50.0,no credits taken/ all credits paid back duly,business,3584.0,A61,unemployed,4.0,male : single,none,4.0,real estate,19.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.278
... < 0 DM,60.0,existing credits paid back duly till now,car (used),9691.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,40.0,none,for free,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.242
0 <= ... < 200 DM,23.0,no credits taken/ all credits paid back duly,car (used),6108.0,A61,4 <= ... < 7 years,3.0,female : divorced/separated/married,guarantor,4.0,real estate,19.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.105
... < 0 DM,38.0,critical account/ other credits existing (not at this bank),furniture/equipment,9920.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,75.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.117
0 <= ... < 200 DM,6.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.811
no checking account,4.0,delay in paying off in the past,education,276.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,2.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.736
... >= 200 DM / salary assignments for at least 1 year,18.0,existing credits paid back duly till now,retraining,2040.0,A63,... < 1 year,4.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,56.0,none,for free,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.779
... >= 200 DM / salary assignments for at least 1 year,41.0,all credits at this bank paid back duly,education,8327.0,A61,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.674
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",58.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.835
0 <= ... < 200 DM,14.0,delay in paying off in the past,car (new),1966.0,A63,1 <= ... < 4 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",56.0,none,own,2.0,unskilled - resident,1.0,none,yes,0.696
... < 0 DM,33.0,existing credits paid back duly till now,furniture/equipment,8004.0,A65,... < 1 year,4.0,male : single,none,4.0,real estate,75.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.843
0 <= ... < 200 DM,14.0,existing credits paid back duly till now,retraining,2876.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,57.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.846
no checking account,37.0,existing credits paid back duly till now,furniture/equipment,8950.0,A65,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.805
... >= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,retraining,2767.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,57.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.834
... < 0 DM,60.0,all credits at this bank paid back duly,business,15107.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",50.0,stores,rent,1.0,skilled employee / official,2.0,none,no,0.2
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,for free,2.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.804
no checking account,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A65,.. >= 7 years,1.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,45.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.824
... >= 200 DM / salary assignments for at least 1 year,13.0,delay in paying off in the past,car (new),3091.0,A61,... < 1 year,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",71.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.838
0 <= ... < 200 DM,37.0,critical account/ other credits existing (not at this bank),education,9509.0,A63,.. >= 7 years,4.0,female : divorced/separated/married,guarantor,4.0,unknown / no property,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.781
... < 0 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.858
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,others,944.0,A61,4 <= ... < 7 years,2.0,male : single,none,2.0,unknown / no property,19.0,bank,for free,1.0,skilled employee / official,2.0,none,no,0.188
no checking account,60.0,no credits taken/ all credits paid back duly,car (used),6280.0,A62,unemployed,3.0,male : single,co-applicant,3.0,unknown / no property,33.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.036
... < 0 DM,12.0,existing credits paid back duly till now,car (new),1155.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.787
no checking account,17.0,critical account/ other credits existing (not at this bank),others,15945.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.067
no checking account,60.0,delay in paying off in the past,business,9577.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.259
... < 0 DM,33.0,existing credits paid back duly till now,repairs,2127.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.308
no checking account,54.0,critical account/ other credits existing (not at this bank),radio/television,7823.0,A62,unemployed,2.0,male : single,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.103
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.821
... >= 200 DM / salary assignments for at least 1 year,4.0,all credits at this bank paid back duly,car (new),276.0,A65,1 <= ... < 4 years,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,30.0,none,for free,2.0,unskilled - resident,1.0,none,yes,0.802
... < 0 DM,4.0,critical account/ other credits existing (not at this bank),furniture/equipment,3338.0,A65,... < 1 year,2.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",58.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.84
no checking account,31.0,critical account/ other credits existing (not at this bank),retraining,7635.0,A63,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.816
no checking account,60.0,delay in paying off in the past,retraining,15945.0,A65,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,61.0,none,for free,4.0,unskilled - resident,1.0,none,yes,0.872
no checking account,4.0,all credits at this bank paid back duly,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.747
0 <= ... < 200 DM,22.0,existing credits paid back duly till now,education,3270.0,A61,4 <= ... < 7 years,3.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,3.0,skilled employee / official,1.0,none,no,0.784
... < 0 DM,4.0,delay in paying off in the past,retraining,276.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.843
... >= 200 DM / salary assignments for at least 1 year,42.0,existing credits paid back duly till now,retraining,9189.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,45.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.823
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A63,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.828
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.815
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,education,276.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.768
... < 0 DM,22.0,all credits at this bank paid back duly,business,3730.0,A65,.. >= 7 years,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,40.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.782
0 <= ... < 200 DM,41.0,critical account/ other credits existing (not at this bank),business,8800.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,59.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.734
... < 0 DM,60.0,critical account/ other credits existing (not at this bank),furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.802
no checking account,7.0,all credits at this bank paid back duly,business,276.0,A63,1 <= ... < 4 years,1.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",29.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.78
no checking account,50.0,critical account/ other credits existing (not at this bank),car (new),7090.0,A64,1 <= ... < 4 years,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.775
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,retraining,15945.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,41.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.8
... >= 200 DM / salary assignments for at least 1 year,7.0,critical account/ other credits existing (not at this bank),business,1435.0,A61,4 <= ... < 7 years,1.0,male : married/widowed,none,1.0,unknown / no property,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.204
0 <= ... < 200 DM,42.0,existing credits paid back duly till now,car (used),10117.0,A65,1 <= ... < 4 years,3.0,male : married/widowed,co-applicant,1.0,unknown / no property,47.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.119
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.827
... < 0 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.809
no checking account,21.0,delay in paying off in the past,car (new),2955.0,A64,... < 1 year,4.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,52.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.809
no checking account,42.0,existing credits paid back duly till now,radio/television,8303.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,74.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.757
... < 0 DM,60.0,all credits at this bank paid back duly,retraining,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.82
0 <= ... < 200 DM,19.0,existing credits paid back duly till now,radio/television,7099.0,A61,unemployed,4.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",28.0,stores,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.138
... >= 200 DM / salary assignments for at least 1 year,46.0,existing credits paid back duly till now,repairs,11665.0,A62,... < 1 year,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,4.0,skilled employee / official,2.0,none,yes,0.297
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.788
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,education,276.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,real estate,19.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.752
0 <= ... < 200 DM,18.0,delay in paying off in the past,furniture/equipment,276.0,A63,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.834
... < 0 DM,38.0,critical account/ other credits existing (not at this bank),radio/television,7500.0,A61,... < 1 year,4.0,male : single,guarantor,4.0,real estate,43.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.7
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,retraining,15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.82
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,others,9131.0,A65,unemployed,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.084
no checking account,4.0,delay in paying off in the past,furniture/equipment,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.752
0 <= ... < 200 DM,28.0,existing credits paid back duly till now,education,2208.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,30.0,none,for free,2.0,unskilled - resident,1.0,none,yes,0.774
